S. No.,Timestamp,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Platform,Hours,earnings,whyplay,League,highestleague,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Playstyle,accept,GAD_T,SWL_T,SPIN_T
100,42054.55087,0,0,0,0,0,0,0,NA,6,5,6,4,4,PC,25,I play for fun,winning,Diamond,NA,25,1,0,1,2,0,0,1,0,0,1,3,0,0,0,0,0,NA,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,0,25,NA
101,42054.552,0,0,0,0,1,0,0,Not difficult at all,5,5,5,6,3,PC,25,I play for fun,winning,Diamond,NA,25,1,1,1,2,0,0,1,1,2,0,3,0,0,1,2,0,0,1,Male,22,Employed,Multiplayer - online - with strangers,Accept,1,24,15
102,42054.55528,1,3,2,2,2,1,0,Somewhat difficult,2,4,3,4,3,PC,16,for fun and to get better,improving,Master,NA,5,0,3,3,3,3,3,3,3,3,3,3,2,2,3,4,1,3,1,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,11,16,45
103,42054.55688,0,0,0,0,0,1,0,Not difficult at all,5,5,6,5,2,PC,20,I play for fun,improving,SilverII,NA,5,1,1,1,1,2,0,0,1,1,0,0,1,0,1,2,1,2,3,Male,27,Student at college / university,Multiplayer - online - with real life friends,Accept,1,23,15
104,42054.55691,0,0,0,0,0,0,0,NA,2,5,5,4,2,PC,15,I play for fun,improving,Diamond,NA,20,1,0,1,3,1,2,0,1,2,1,2,0,0,1,0,1,0,2,Male,20,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,0,18,16
105,42054.55709,0,0,0,0,0,0,0,Not difficult at all,6,6,6,5,6,PC,50,I play for fun,improving,Platinum 3,NA,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Male,20,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,0,29,5
106,42054.5575,2,2,3,1,1,3,1,Very difficult,2,3,1,1,1,PC,12,I play for fun,winning,gold 4,NA,5,2,2,2,4,4,4,0,2,3,3,4,4,2,3,4,3,4,2,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,13,8,50
107,42054.55799,3,3,3,3,2,0,1,Extremely difficult,2,2,1,1,1,PC,28,I play for fun,having fun,unranked,NA,20,0,2,4,3,2,3,1,4,4,2,1,0,0,3,3,0,1,1,Male,19,Unemployed / between jobs,Singleplayer,Accept,15,7,33
108,42054.55805,0,0,1,0,0,1,1,Somewhat difficult,5,5,6,2,1,PC,25,I play for fun,improving,Gold IV,NA,5,1,1,0,2,2,2,2,1,2,2,1,0,0,1,1,1,2,4,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,3,19,21
109,42054.55854,0,0,0,0,0,0,0,Not difficult at all,6,6,6,6,6,PC,42,I play for fun,having fun,Diamond,NA,4,1,2,1,1,1,1,0,2,1,0,1,0,0,1,1,1,1,3,Male,27,Employed,"Multiplayer - Online - With real friends, and with online acquaintances, and strangers",Accept,0,30,15
110,42054.55863,0,3,3,3,1,2,3,Extremely difficult,1,4,1,1,1,PC,20,I play for fun,having fun,NA,NA,2,1,0,0,4,0,1,2,3,2,1,4,0,0,3,0,0,0,1,Female,21,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,15,8,21
111,42054.55902,1,1,1,1,0,1,0,Somewhat difficult,1,7,1,1,1,PC,14,I play for fun,relaxing,Platinum,NA,4,0,0,0,4,2,0,0,2,1,1,0,1,0,0,0,0,0,1,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,5,11,11
112,42054.55996,1,3,3,1,0,1,0,Somewhat difficult,1,7,5,1,1,PC,80,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",Reaching goal i.e. GM ,Masters,NA,35,1,0,0,2,2,4,4,2,4,0,4,4,0,3,2,1,4,2,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,9,15,37
113,42054.56089,1,1,1,1,2,2,1,Somewhat difficult,2,2,1,2,1,PC,50,I play for fun,improving,Gold,NA,5,2,1,3,4,3,2,1,3,4,3,1,1,1,2,0,2,1,2,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,9,8,34
114,42054.56131,1,0,1,1,2,2,0,Somewhat difficult,1,6,1,1,2,PC,40,I play for fun,having fun,Challenger,NA,15,1,3,3,3,0,1,2,3,4,4,3,1,0,2,1,1,3,1,Male,22,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,7,11,35
116,42054.56345,0,0,1,1,0,0,0,Somewhat difficult,3,4,5,2,2,PC,10,I play for fun,having fun,Unranked,NA,20,1,2,0,3,0,1,3,3,4,1,4,1,0,0,0,0,2,1,Female,20,Employed,Multiplayer - online - with real life friends,Accept,2,16,25
117,42054.56366,0,0,0,1,0,1,0,Not difficult at all,6,6,6,6,6,PC,10,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Masters,NA,5,0,1,1,2,0,1,2,1,1,0,1,0,0,1,1,0,0,2,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,2,30,12
118,42054.56574,0,1,1,0,1,0,1,Somewhat difficult,3,6,2,7,1,PC,28,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Diamond,NA,10,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Male,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,4,19,4
119,42054.56593,1,1,1,1,1,3,0,Somewhat difficult,1,2,1,3,1,PC,30,I play for fun,having fun,Gold 1 promo to plat,NA,20,2,0,2,1,4,1,0,2,1,0,1,4,0,3,1,0,0,2,Male,20,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,8,8,22
120,42054.56616,3,1,2,1,0,1,0,Not difficult at all,1,6,1,2,1,PC,20,I play for fun,having fun,unranked,NA,50,0,1,3,3,3,3,1,4,4,0,3,1,2,3,1,0,1,1,Male,23,Student at college / university,Multiplayer - online - with strangers,Accept,8,11,33
121,42054.56629,3,3,3,1,1,3,3,Very difficult,1,1,1,1,1,PC,28,I play for fun,having fun,Gold V,NA,8,3,2,1,3,2,3,1,2,3,0,4,3,0,3,1,1,2,3,Male,21,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,17,5,34
122,42054.56631,1,1,1,1,0,0,0,Not difficult at all,3,5,3,3,3,PC,40,I play for fun,improving,Diamond 2,NA,10,0,3,1,0,1,3,4,1,1,0,3,0,0,4,4,0,1,1,Male,23,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,4,17,26
123,42054.56666,1,0,0,0,1,1,0,Somewhat difficult,2,2,2,2,1,PC,30,I play for fun,having fun,gold 1,NA,15,0,3,2,4,4,4,2,3,1,1,4,2,1,4,3,0,2,1,Male,18,Student at school,Singleplayer,Accept,3,9,40
124,42054.56669,1,1,3,1,1,3,3,Not difficult at all,6,6,7,5,5,PC,30,I play for fun,winning,Platinum 4,NA,15,1,2,3,4,4,1,0,4,4,4,4,1,3,3,4,0,4,2,Male,18,Employed,Multiplayer - online - with real life friends,Accept,13,29,46
125,42054.56717,0,0,1,1,0,0,0,Somewhat difficult,5,6,6,4,2,PC,30,I play for fun,improving,Gold 5,NA,8,0,1,3,0,1,2,0,2,3,0,4,0,0,0,1,0,0,2,Female,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,23,17
126,42054.56738,1,0,1,2,0,2,0,Not difficult at all,2,3,4,2,6,PC,17,I play for fun,improving,lvl28,NA,5,1,2,1,1,0,0,0,0,1,0,0,1,1,2,0,1,0,4,Male,27,Employed,Multiplayer - online - with strangers,Accept,6,17,11
127,42054.56742,0,0,0,1,1,1,0,Not difficult at all,3,4,5,4,3,PC,30,I play for fun,having fun,Bronze 1,NA,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,1,Male,20,Employed,Multiplayer - online - with real life friends,Accept,3,19,6
128,42054.56776,0,0,1,1,0,2,0,Somewhat difficult,3,6,5,5,3,PC,7,I play for fun,having fun,Silver 2,NA,14,0,2,0,3,1,1,0,3,2,0,3,0,0,1,1,0,1,1,Male,34,Employed,Multiplayer - online - with strangers,Accept,4,22,18
129,42054.56814,2,1,1,0,0,3,0,Somewhat difficult,1,2,1,1,1,PC,14,I play for fun,winning,Masters,NA,10,2,2,3,4,4,3,1,2,4,2,4,4,0,4,4,2,1,2,Male,19,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,7,6,46
130,42054.56829,1,1,1,1,0,1,1,Somewhat difficult,2,5,4,5,5,PC,30,I play for fun,having fun,Gold,NA,5,1,1,1,2,1,3,2,0,2,1,3,3,1,2,2,1,2,2,Male,21,Student at college / university,Singleplayer,Accept,6,21,28
131,42054.56907,0,0,3,0,0,0,0,Somewhat difficult,2,2,2,2,4,PC,25,I play for fun,having fun,Gold 5,NA,10,0,3,0,4,1,1,1,0,4,1,NA,2,0,0,4,0,2,1,Male,20,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,3,12,NA
132,42054.56941,1,1,0,1,2,0,0,Not difficult at all,6,6,6,7,6,PC,10,I play for fun,having fun,Gold 5,NA,1,1,1,1,3,1,1,2,2,3,1,2,1,1,2,3,1,1,1,Female,20,Student at college / university,With strangers and friends,Accept,5,31,27
133,42054.56973,2,1,1,1,0,1,1,Somewhat difficult,5,4,5,3,5,PC,45,I play for fun,improving,NA,NA,3,1,4,3,4,2,3,0,3,2,2,4,3,1,3,4,1,3,3,Male,35,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,7,22,43
135,42054.5712,2,3,2,1,0,1,2,Somewhat difficult,6,7,6,3,5,PC,40,I play for fun,having fun,diamond 4,NA,15,2,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,Female,18,Student at school,Multiplayer - online - with real life friends,Accept,11,27,7
136,42054.57196,0,0,1,0,0,0,0,Not difficult at all,6,6,6,6,7,PC,12,I play for fun,improving,Platin V,NA,5,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,4,Male,25,Employed,Multiplayer - online - with real life friends,Accept,1,31,5
137,42054.57198,1,1,1,0,2,1,1,Somewhat difficult,4,4,5,3,5,PC,16,I play for fun,having fun,Silver,NA,10,1,1,1,1,1,2,0,0,1,0,1,1,2,1,1,0,0,1,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,NA,7,21,14
138,42054.57208,1,0,1,2,0,1,1,Somewhat difficult,6,6,6,7,6,PC,13,I play for fun,improving,Gold,NA,20,2,0,2,2,2,2,2,2,1,1,0,0,0,0,2,0,1,3,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,6,31,19
139,42054.57375,0,0,0,0,1,0,0,Not difficult at all,2,5,3,2,1,PC,20,I play for fun,having fun,NA,NA,5,1,0,3,1,0,1,0,1,1,1,2,0,0,1,1,0,0,1,Male,19,Student at school,Multiplayer - online - with real life friends,Accept,1,13,13
140,42054.57506,0,0,0,0,0,0,1,Not difficult at all,5,6,6,6,4,PC,16,I play for fun,having fun,Gold 1,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,1,27,2
141,42054.57511,3,3,3,3,1,3,2,Extremely difficult,2,2,2,4,2,Smartphone / Tablet,10,I play for fun,improving,NA,NA,0,0,3,2,3,1,2,1,1,3,3,1,0,2,2,2,1,3,1,Male,36,Employed,Singleplayer - online,Accept,18,12,30
142,42054.57527,0,0,1,0,0,1,0,Not difficult at all,5,5,5,4,3,PC,12,I play for fun,improving,Gold 3,NA,3,0,2,0,0,1,2,1,0,1,0,3,1,1,1,1,0,2,3,Male,18,Employed,Multiplayer - online - with real life friends,Accept,2,22,16
143,42054.57529,1,2,2,1,2,2,0,Somewhat difficult,2,2,3,4,5,PC,21,I play for fun,having fun,Silver 2,NA,5,0,1,0,2,1,3,4,2,2,0,2,0,2,1,2,0,1,1,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,10,16,23
144,42054.57543,0,0,1,1,0,0,1,Somewhat difficult,5,5,5,4,5,PC,5,I play for fun,having fun,Gold V,NA,10,1,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,Male,23,Employed,Multiplayer - online - with real life friends,Accept,3,24,8
145,42054.5761,0,0,1,1,1,1,0,Not difficult at all,5,4,5,3,3,PC,40,I play for fun,improving,Diamond,NA,3,1,1,0,2,0,1,1,0,1,1,2,0,0,1,1,1,1,2,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,4,20,14
146,42054.57632,1,1,1,0,0,0,0,Not difficult at all,2,6,5,1,1,PC,10,I play for fun,improving,Diamond,NA,10,0,0,2,1,0,1,0,3,3,0,1,0,0,1,1,0,0,2,Male,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,3,15,13
147,42054.57646,1,1,0,1,0,1,1,Not difficult at all,5,5,6,5,4,PC,11,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Challenger,NA,2,1,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,1,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,5,25,8
148,42054.57656,1,0,1,0,0,0,0,Not difficult at all,3,5,2,3,1,PC,15,I play for fun,having fun,NA,NA,5,2,0,3,3,3,3,2,2,2,3,3,2,1,2,0,2,2,3,Male,25,Employed,Singleplayer,Accept,2,14,35
149,42054.57688,1,0,0,0,3,1,0,Not difficult at all,2,6,5,6,6,PC,30,I play for fun,improving,Gold 5,NA,10,1,2,2,3,3,3,1,0,2,4,4,3,0,2,3,0,3,2,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,5,25,36
150,42054.57745,2,2,2,1,1,1,0,Somewhat difficult,3,6,5,4,2,PC,12,I play for fun,winning,Platinum,NA,5,0,1,0,3,2,3,2,4,4,3,4,1,0,3,0,0,2,3,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,9,20,32
151,42054.57756,2,0,0,1,1,0,0,Not difficult at all,6,6,6,6,7,PC,15,I play for fun,having fun,Masters,NA,20,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,3,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,4,31,4
152,42054.5778,0,0,0,0,1,0,1,Not difficult at all,5,5,5,6,5,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Diamond,NA,5,0,1,0,2,0,1,0,1,1,0,3,0,0,1,2,0,0,1,Male,24,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,2,26,12
153,42054.5778,0,0,0,0,0,0,0,Not difficult at all,5,5,5,4,5,PC,20,I play for fun,improving,Masters,NA,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,Male,25,Employed,Multiplayer - online - with strangers,Accept,0,24,3
154,42054.57986,0,0,0,0,0,0,0,NA,5,6,5,3,3,PC,30,I play for fun,winning,Gold,NA,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Male,23,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,0,22,2
155,42054.58029,0,1,3,1,0,1,0,Not difficult at all,1,4,1,1,1,PC,21,I play for fun,improving,Platin moving to diamond,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,6,8,0
156,42054.58083,1,0,0,1,0,1,0,Not difficult at all,2,3,3,1,4,PC,50,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",relaxing,Diamond 1,NA,10,0,1,0,3,2,3,2,0,1,2,4,2,0,1,1,0,0,2,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,3,13,22
157,42054.58112,0,0,0,0,0,1,0,Not difficult at all,2,5,6,2,3,PC,20,I play for fun,having fun,Gold 3,NA,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,Male,23,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,1,18,3
158,42054.58119,1,1,1,1,2,0,0,Somewhat difficult,5,6,5,4,3,PC,25,I play for fun,improving,Diamond 5,NA,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,Male,22,Employed,Multiplayer - online - with real life friends,Accept,6,23,6
159,42054.58147,1,0,0,0,0,0,0,Somewhat difficult,5,6,6,5,5,PC,17,I play for fun,having fun,Gold III,NA,0,1,2,0,2,1,0,0,1,2,0,1,0,0,0,0,0,0,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,1,27,10
160,42054.58153,0,0,0,0,0,1,0,Not difficult at all,7,5,7,5,7,PC,50,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",Improving AND having fun (kinda wish I could pick more than one),Platinum 2,NA,5,0,1,0,1,0,1,0,1,1,0,3,0,1,1,0,0,0,1,Male,18,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,1,31,10
161,42054.58225,0,0,0,0,0,1,0,Somewhat difficult,2,4,4,2,3,PC,80,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Promos,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Male,29,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,1,15,1
162,42054.58255,1,0,0,0,0,0,0,Not difficult at all,3,6,3,5,7,PC,15,I play for fun,relaxing,NA,NA,2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,Male,39,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,1,24,9
163,42054.58296,1,2,1,0,0,0,0,Not difficult at all,3,5,6,4,3,PC,10,I play for fun,improving,NA,NA,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,Male,25,Student at college / university,Multiplayer - online - with real life friends,Accept,4,21,2
164,42054.58352,1,2,3,2,3,0,0,Not difficult at all,4,2,5,2,1,PC,10,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Diamond,NA,10,4,1,0,3,0,0,0,1,4,1,0,0,0,3,0,4,2,1,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,11,14,23
165,42054.58398,1,1,1,0,0,0,0,Somewhat difficult,1,2,2,2,1,PC,10,I play for fun,improving,NA,NA,5,0,0,1,1,0,0,2,4,2,0,1,0,0,NA,0,0,0,3,Male,19,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,3,8,NA
166,42054.58514,1,1,1,3,0,3,0,Not difficult at all,3,3,5,7,4,PC,40,I play for fun,improving,Diamond,NA,5,0,0,0,3,0,0,0,0,0,0,4,4,0,4,4,0,4,5,Male,25,Employed,Multiplayer - online - with strangers,Accept,9,22,23
167,42054.58537,0,0,0,0,0,0,0,Not difficult at all,6,5,6,4,7,PC,10,I play for fun,having fun,Bronze IV,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,0,28,1
168,42054.58612,1,0,0,1,1,0,0,Somewhat difficult,2,6,4,6,5,PC,7,I play for fun,improving,Diamond,NA,4,1,1,1,2,0,1,1,1,1,0,0,0,0,0,1,0,0,3,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,3,23,10
169,42054.58752,3,1,2,1,0,0,0,Very difficult,2,2,5,2,4,PC,25,I play for fun,improving,NA,NA,4,2,0,3,3,3,4,3,3,3,3,3,3,0,3,3,2,0,2,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,7,15,41
170,42054.58755,0,0,0,1,0,1,1,Not difficult at all,5,4,5,4,3,PC,10,I play for fun,having fun,Gold ,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,18,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,3,21,NA
171,42054.58757,1,1,1,0,0,0,1,Somewhat difficult,6,6,6,6,6,PC,20,I play for fun,having fun,gold,NA,10,1,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,4,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,4,30,8
173,42054.58843,0,0,0,1,0,2,0,Not difficult at all,6,6,7,7,7,PC,14,I play for fun,improving,Silver 1,NA,6,0,1,0,1,0,0,2,1,0,0,0,1,0,1,0,0,1,3,Male,29,Employed,Multiplayer - online - with real life friends,Accept,3,33,8
174,42054.58943,0,1,0,0,0,0,0,Not difficult at all,3,3,6,6,3,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Master,NA,40,0,1,2,3,0,2,1,2,2,1,1,0,1,1,1,0,0,2,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,1,21,18
175,42054.59,0,0,0,0,0,1,0,Somewhat difficult,4,5,6,5,5,PC,15,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Top Master,NA,20,1,2,0,1,1,1,2,1,0,0,0,0,1,0,1,0,1,2,Male,29,Employed,Multiplayer - online - with online acquaintances or teammates,NA,1,25,12
176,42054.59039,2,2,2,1,0,1,1,Somewhat difficult,3,5,4,6,2,PC,13,I play for fun,winning,gold 5,NA,10,0,0,0,1,1,2,0,0,3,1,4,1,0,3,4,0,2,3,Male,18,Student at school,Multiplayer - online - with real life friends,NA,9,20,22
177,42054.59048,1,0,1,0,1,1,0,Somewhat difficult,3,3,3,4,4,PC,20,I play for fun,improving,gold four,NA,30,1,1,3,2,1,2,2,4,2,1,2,1,0,1,1,0,2,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,4,17,26
178,42054.59052,2,2,2,2,1,3,2,Somewhat difficult,2,3,3,2,3,PC,12,I play for fun,having fun,Silver,NA,16,0,0,1,1,0,0,0,1,1,0,3,0,0,0,1,0,0,2,Male,25,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,14,13,8
179,42054.59095,1,0,0,1,0,1,0,Somewhat difficult,2,2,5,3,5,PC,35,I play for fun,relaxing,Platinum,NA,6,3,3,3,3,3,4,2,4,2,2,4,3,1,3,3,3,2,3,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,3,17,48
180,42054.59162,0,2,0,0,0,3,0,Not difficult at all,2,5,5,2,4,PC,7,I play for fun,improving,platinum,NA,NA,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,2,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,5,18,9
181,42054.59163,0,0,1,0,0,0,0,Not difficult at all,6,7,6,6,4,PC,30,I play for fun,improving,Diamond V,NA,10,1,1,0,2,1,1,3,3,2,0,1,1,0,1,2,0,0,3,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,1,29,19
182,42054.59167,2,2,1,1,0,3,1,Somewhat difficult,2,4,3,5,3,"Console (PS, Xbox, ...)",14,I play for fun,having fun,NA,NA,1,1,1,3,4,3,3,2,2,2,2,3,1,2,2,3,1,3,1,Male,29,Employed,Multiplayer - online - with strangers,Accept,10,17,38
183,42054.59192,1,1,1,1,1,1,0,Somewhat difficult,2,5,3,2,5,PC,10,I play for fun,having fun,Unranked,NA,12,1,1,3,3,3,3,1,2,2,3,3,1,1,2,2,2,1,1,Female,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,6,17,34
184,42054.59204,0,0,1,0,0,1,0,Not difficult at all,2,3,3,2,3,PC,70,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Challenger,NA,6,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,Male,19,Student at college / university,Singleplayer,Accept,2,13,4
185,42054.59206,3,3,3,1,1,0,0,Somewhat difficult,2,2,3,2,3,PC,40,I play for fun,all of the above,gold 4,NA,3,0,2,1,3,2,3,0,1,2,0,3,1,3,3,0,0,2,3,Male,18,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,11,12,26
186,42054.59208,0,0,0,0,0,0,0,NA,6,7,6,6,6,PC,15,I play for fun,improving,Platinum,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Male,29,Employed,Multiplayer - online - with strangers,Accept,0,31,0
187,42054.59242,1,1,1,3,2,3,1,Somewhat difficult,3,2,4,1,1,PC,8,I play for fun,improving,Silver,NA,4,3,2,1,2,1,1,4,2,4,1,0,0,2,2,1,4,2,1,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,12,11,32
188,42054.59264,0,0,0,0,0,0,0,Not difficult at all,2,2,3,3,2,PC,8,I play for fun,improving,GOLD 1,NA,6,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Male,23,Employed,Multiplayer - online - with real life friends,Accept,0,12,5
189,42054.5929,0,0,0,0,0,1,0,Not difficult at all,2,5,1,1,6,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Challenger,NA,6,0,2,1,2,0,1,4,4,2,0,1,0,2,1,0,0,1,1,Male,19,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,1,15,21
190,42054.59309,1,1,1,1,1,1,1,Somewhat difficult,2,3,2,2,3,PC,0,I play for fun,winning,gold,NA,16,0,0,1,3,2,3,2,1,2,2,2,1,1,2,2,1,1,2,Male,29,Employed,watching,Accept,7,12,26
191,42054.59311,0,0,0,0,0,0,0,Not difficult at all,1,2,4,1,1,PC,40,I play for fun,having fun,Silver 2,NA,3,0,1,2,4,3,2,3,4,0,0,0,0,0,0,0,0,0,3,Male,21,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,0,9,19
192,42054.59311,1,1,2,2,0,1,1,Not difficult at all,2,2,6,4,3,PC,21,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum V,NA,4,2,2,1,3,4,4,2,2,3,3,4,3,4,4,4,3,3,3,Male,18,Student at school, Multiplayer - online - with online acquaintances or teammates and with real life friends,Accept,8,17,51
194,42054.5935,1,1,3,0,1,2,0,Somewhat difficult,4,7,6,1,7,PC,50,I play for fun,improving,silver,NA,10,2,0,1,2,1,1,2,1,1,4,2,1,1,0,0,2,0,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,8,25,21
195,42054.59367,1,0,0,0,1,1,1,Somewhat difficult,5,5,6,4,2,PC,20,I play for fun,improving,Platin 5,NA,5,1,2,0,1,1,0,0,1,2,0,1,0,1,1,0,0,1,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,4,22,12
197,42054.59384,0,0,0,0,1,1,0,Not difficult at all,3,5,5,6,6,PC,12,I play for fun,improving,NA,NA,5,1,0,1,2,0,1,0,1,1,0,1,0,0,0,0,2,1,3,Male,31,Employed,Multiplayer - online - with strangers,Accept,2,25,11
198,42054.59402,0,0,0,0,0,0,0,NA,7,7,7,7,7,PC,25,I play for fun,improving,Diamond ,NA,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Male,25,Student at college / university,Multiplayer - online - with strangers,Accept,0,35,2
199,42054.59609,1,1,1,2,0,1,2,Somewhat difficult,4,5,4,5,3,PC,13,I play for fun,improving,NA,NA,0,2,1,4,3,1,2,1,2,4,3,4,1,0,3,1,2,1,2,Male,25,Employed,Multiplayer - online - with strangers,Accept,8,21,35
200,42054.59623,3,2,3,3,2,3,3,Very difficult,4,3,2,5,1,PC,20,I intend to do both if I become good enough at some point.,having fun,Gold III,NA,20,0,3,1,0,2,1,3,2,1,0,3,4,0,3,3,0,2,4,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,19,15,28
